Date,Open,High,Low,Close,Volume,Adj Close
2002-11-01,10172.00,10519.00,9569.00,10509.00,000,10509.00
2002-10-01,8642.00,10598.00,8225.00,10168.00,000,10168.00
2002-09-02,10383.00,10477.00,8352.00,8623.00,000,8623.00
2002-08-01,9782.00,10763.00,9017.00,10382.00,000,10382.00
2002-07-01,11138.00,11173.00,9155.00,9763.00,13364500,9763.00
2002-06-03,12859.00,12919.00,10247.00,11139.00,000,11139.00
2002-05-02,13088.00,13090.00,11943.00,12861.00,000,12861.00
2002-04-01,13256.00,13872.00,13032.00,13085.00,000,13085.00
2002-03-01,14047.00,14495.00,13183.00,13255.00,000,13255.00
2002-02-04,12648.00,14251.00,12415.00,14033.00,000,14033.00
2002-01-02,13586.00,14413.00,12301.00,12721.00,000,12721.00
2001-12-03,12914.00,13969.00,12809.00,13578.00,000,13578.00
2001-11-01,11362.00,13791.00,11177.00,12932.00,000,12932.00
2001-10-01,10633.00,11924.00,9985.00,11365.00,000,11365.00
2001-09-03,12849.00,12947.00,9533.00,10636.00,000,10636.00
2001-08-01,13757.00,14113.00,12681.00,12841.00,000,12841.00
2001-07-02,14579.00,14771.00,13361.00,13754.00,000,13754.00
2001-06-01,14654.00,15644.00,14164.00,14560.00,000,14560.00
2001-05-02,14877.00,15304.00,14056.00,14650.00,000,14650.00
2001-04-02,14441.00,15267.00,13325.00,14918.00,000,14918.00
2001-03-01,15891.00,16813.00,13761.00,14438.00,000,14438.00
2001-02-01,17670.00,17673.00,15558.00,15891.00,000,15891.00
2001-01-02,15242.00,18023.00,15174.00,17673.00,000,17673.00
2000-12-01,13303.00,15415.00,13242.00,15259.00,000,15259.00
2000-11-01,14858.00,15191.00,12969.00,13287.00,000,13287.00
2000-10-02,15950.00,16404.00,13571.00,14867.00,000,14867.00
2000-09-01,17360.00,17716.00,15657.00,15928.00,000,15928.00
2000-08-01,16475.00,17926.00,16073.00,17347.00,000,17347.00
2000-07-03,16747.00,17795.00,16390.00,16455.00,000,16455.00
2000-06-01,14967.00,17396.00,14967.00,16728.00,000,16728.00
2000-05-02,15596.00,15944.00,13556.00,14957.00,000,14957.00
2000-04-03,17826.00,17826.00,14029.00,15538.00,000,15538.00
2000-03-01,17668.00,19047.00,16922.00,17820.00,000,17820.00
2000-02-01,16389.00,18886.00,16389.00,17660.00,000,17660.00
2000-01-03,17098.00,18099.00,15350.00,16388.00,000,16388.00
1999-12-01,13784.00,17105.00,13556.00,17092.00,000,17092.00
1999-11-01,11701.00,14054.00,11685.00,13779.00,000,13779.00
1999-10-01,11105.00,11826.00,10796.00,11700.00,000,11700.00
1999-09-01,10583.00,11735.00,10583.00,11106.00,000,11106.00
1999-08-02,10441.00,10726.00,9579.00,10565.00,000,10565.00
1999-07-01,11634.00,11996.00,10345.00,10442.00,000,10442.00
1999-06-01,11090.00,12118.00,10666.00,11627.00,000,11627.00
1999-05-03,11351.00,12589.00,10563.00,11090.00,000,11090.00
1999-04-05,10697.00,11827.00,10676.00,11351.00,000,11351.00
1999-03-01,8912.00,11101.00,8912.00,10696.00,000,10696.00
1999-02-01,8187.00,9267.00,8160.00,8911.00,000,8911.00
1999-01-04,6787.00,8540.00,4797.00,8172.00,000,8172.00
1998-12-01,8631.00,8738.00,6378.00,6784.00,000,6784.00
1998-11-03,7047.00,9128.00,7047.00,8631.00,000,8631.00
1998-10-01,6593.00,7630.00,5878.00,7047.00,000,7047.00
1998-09-01,6472.00,7453.00,4576.00,6593.00,000,6593.00
1998-08-03,10705.00,10705.00,6454.00,6472.00,000,6472.00
1998-07-01,9678.00,11156.00,9678.00,10707.00,000,10707.00
1998-06-01,9750.00,10563.00,9062.00,9678.00,000,9678.00
1998-05-04,11719.00,11789.00,8971.00,9847.00,000,9847.00
1998-04-01,11950.00,12339.00,11051.00,11677.00,000,11677.00
1998-03-02,10572.00,12112.00,10572.00,11947.00,000,11947.00
1998-02-02,9716.00,10626.00,9716.00,10571.00,000,10571.00
1998-01-02,10197.00,10655.00,8441.00,9720.00,000,9720.00
1997-12-01,9396.00,10212.00,8853.00,10197.00,000,10197.00
1997-11-03,8986.00,10334.00,7522.00,9395.00,000,9395.00
1997-10-01,11799.00,13037.00,8456.00,8986.00,000,8986.00
1997-09-01,10643.00,12020.00,9921.00,11797.00,000,11797.00
1997-08-01,12846.00,12846.00,10518.00,10609.00,000,10609.00
1997-07-01,13013.00,14005.00,10765.00,12872.00,000,12872.00
1997-06-02,11398.00,13223.00,10988.00,12568.00,000,12568.00
1997-05-02,10116.00,11458.00,9982.00,11345.00,000,11345.00
